case	gene	probe	delta_beta	delta_rna	beta_tp	beta_r1
GLSS-LU-0B13	CD44	cg23210303	0.023414900000000016	-1.0118327541282457	0.7729597	0.7963746
GLSS-LU-0B13	CD44	cg25096745	0.19784569999999996	-1.0118327541282457	0.4828024	0.6806481
TCGA-TQ-A8XE	CHI3L1	cg02097014	0.0680970829540472	1.697520647809064	0.0819144520534808	0.150011535007528
TCGA-TQ-A8XE	CHI3L1	cg03625911	0.06668320000000005	1.697520647809064	0.782345	0.8490282
TCGA-TQ-A8XE	CHI3L1	cg04361579	0.001542999999999961	1.697520647809064	0.9475814	0.9491244
TCGA-TQ-A8XE	CHI3L1	cg05526099	0.027949800000000025	1.697520647809064	0.9370821	0.9650319
TCGA-TQ-A8XE	CHI3L1	cg07423149	0.11799610000000005	1.697520647809064	0.3162597	0.4342558
TCGA-TQ-A8XE	CHI3L1	cg11196333	0.03895760000000004	1.697520647809064	0.8777668	0.9167244
TCGA-TQ-A8XE	CHI3L1	cg13134650	0.0940173	1.697520647809064	0.115675	0.2096923
TCGA-TQ-A8XE	CHI3L1	cg14085262	0.07938540000000005	1.697520647809064	0.6054957	0.6848811
TCGA-TQ-A8XE	CHI3L1	cg14165900	0.02512650000000005	1.697520647809064	0.9395045	0.964631
TCGA-TQ-A8XE	CHI3L1	cg15490070	0.11545340000000004	1.697520647809064	0.6632032	0.7786566
TCGA-TQ-A8XE	CHI3L1	cg17000774	0.18026869999999995	1.697520647809064	0.6021381	0.7824068
TCGA-TQ-A8XE	CHI3L1	cg17014757	-0.15005410000000008	1.697520647809064	0.7550048	0.6049507
TCGA-TQ-A8XE	CHI3L1	cg19081101	-0.174809	1.697520647809064	0.4847433	0.3099343
TCGA-TQ-A8XE	CHI3L1	cg20707774	0.0364161999999999	1.697520647809064	0.8884473	0.9248635
TCGA-TQ-A8XE	CD44	cg01663768	0.013844380874847802	0.8265197301596929	0.0441175049617173	0.0579618858365651
TCGA-TQ-A8XE	CD44	cg01766065	-5.331796326170021e-05	0.8265197301596929	0.0143322258799423	0.0142789079166806
TCGA-TQ-A8XE	CD44	cg01879488	0.0189095162152609	0.8265197301596929	0.021613741499626	0.0405232577148869
TCGA-TQ-A8XE	CD44	cg02081846	0.019316162709383966	0.8265197301596929	0.933803004802339	0.953119167511723
TCGA-TQ-A8XE	CD44	cg02663352	-0.010180367194576045	0.8265197301596929	0.930980507700314	0.920800140505738
TCGA-TQ-A8XE	CD44	cg04125208	-0.023386900000000002	0.8265197301596929	0.1232213	0.0998344
TCGA-TQ-A8XE	CD44	cg04171808	-0.02929599999999999	0.8265197301596929	0.6389943	0.6096983
TCGA-TQ-A8XE	CD44	cg04699227	0.020748699999999953	0.8265197301596929	0.8596884	0.8804371
TCGA-TQ-A8XE	CD44	cg06975166	0.0033247000000000693	0.8265197301596929	0.954494	0.9578187
TCGA-TQ-A8XE	CD44	cg07262328	0.01056062	0.8265197301596929	0.03859923	0.04915985
TCGA-TQ-A8XE	CD44	cg08530414	-0.007406549999999998	0.8265197301596929	0.08374743	0.07634088
TCGA-TQ-A8XE	CD44	cg08606356	0.007644659999999998	0.8265197301596929	0.02672749	0.03437215
TCGA-TQ-A8XE	CD44	cg08688659	0.043976000000000015	0.8265197301596929	0.8854984	0.9294744
TCGA-TQ-A8XE	CD44	cg09077672	0.0015779999999999683	0.8265197301596929	0.9332105	0.9347885
TCGA-TQ-A8XE	CD44	cg13332350	0.1637381	0.8265197301596929	0.5428557	0.7065938
TCGA-TQ-A8XE	CD44	cg13369159	0.023450200000000088	0.8265197301596929	0.8805911	0.9040413
TCGA-TQ-A8XE	CD44	cg14082886	-0.011223100000000041	0.8265197301596929	0.9121321	0.900909
TCGA-TQ-A8XE	CD44	cg14593191	0.012358800000000003	0.8265197301596929	0.3458591	0.3582179
TCGA-TQ-A8XE	CD44	cg15239179	0.036720899999999945	0.8265197301596929	0.9122616	0.9489825
TCGA-TQ-A8XE	CD44	cg15427520	0.11299110000000001	0.8265197301596929	0.8402775	0.9532686
TCGA-TQ-A8XE	CD44	cg15695194	0.029523100000000024	0.8265197301596929	0.896466	0.9259891
TCGA-TQ-A8XE	CD44	cg16175294	0.050667100000000076	0.8265197301596929	0.8527697	0.9034368
TCGA-TQ-A8XE	CD44	cg16344511	0.0771499	0.8265197301596929	0.7979746	0.8751245
TCGA-TQ-A8XE	CD44	cg17640322	0.0013864100000000011	0.8265197301596929	0.0182796	0.01966601
TCGA-TQ-A8XE	CD44	cg18652941	0.00018744999999999873	0.8265197301596929	0.0459381	0.04612555
TCGA-TQ-A8XE	CD44	cg19292760	0.07106950000000006	0.8265197301596929	0.4703804	0.5414499
TCGA-TQ-A8XE	CD44	cg19430728	0.003766799999999959	0.8265197301596929	0.9128092	0.916576
TCGA-TQ-A8XE	CD44	cg20143092	0.01381174	0.8265197301596929	0.02673576	0.0405475
TCGA-TQ-A8XE	CD44	cg20971158	0.03283589999999992	0.8265197301596929	0.8729225	0.9057584
TCGA-TQ-A8XE	CD44	cg21076259	0.019051299999999993	0.8265197301596929	0.3121931	0.3312444
TCGA-TQ-A8XE	CD44	cg23186333	0.03163579999999999	0.8265197301596929	0.9015935	0.9332293
TCGA-TQ-A8XE	CD44	cg23210303	0.04010849999999999	0.8265197301596929	0.8637908	0.9038993
TCGA-TQ-A8XE	CD44	cg25096745	0.0035729999999999373	0.8265197301596929	0.9119068	0.9154798
TCGA-06-0190	CHI3L1	cg02097014	-0.030777112669647014	-0.17191674809237475	0.137061995537321	0.106284882867674
TCGA-06-0190	CHI3L1	cg03625911	-0.051529500000000006	-0.17191674809237475	0.3596761	0.3081466
TCGA-06-0190	CHI3L1	cg04361579	-0.002519599999999955	-0.17191674809237475	0.9489871	0.9464675
TCGA-06-0190	CHI3L1	cg05526099	-0.04743759999999997	-0.17191674809237475	0.875939	0.8285014
TCGA-06-0190	CHI3L1	cg07423149	0.0030266999999999933	-0.17191674809237475	0.2593645	0.2623912
TCGA-06-0190	CHI3L1	cg11196333	-0.1017941	-0.17191674809237475	0.6910389	0.5892448
TCGA-06-0190	CHI3L1	cg13134650	0.0837327	-0.17191674809237475	0.3923784	0.4761111
TCGA-06-0190	CHI3L1	cg14085262	-0.043274339999999994	-0.17191674809237475	0.1119491	0.06867476
TCGA-06-0190	CHI3L1	cg14165900	0.002669699999999997	-0.17191674809237475	0.914003	0.9166727
TCGA-06-0190	CHI3L1	cg15490070	0.0496934	-0.17191674809237475	0.3842158	0.4339092
TCGA-06-0190	CHI3L1	cg17000774	-0.04014960000000001	-0.17191674809237475	0.6016491	0.5614995
TCGA-06-0190	CHI3L1	cg17014757	0.038800539999999994	-0.17191674809237475	0.05006407	0.08886461
TCGA-06-0190	CHI3L1	cg19081101	-0.005632299999999979	-0.17191674809237475	0.1787779	0.1731456
TCGA-06-0190	CHI3L1	cg20707774	-0.09921610000000003	-0.17191674809237475	0.8591296	0.7599135
TCGA-06-0190	CD44	cg01663768	-0.010675392023292506	0.13502580592794292	0.06377644995186	0.0531010579285675
TCGA-06-0190	CD44	cg01766065	-0.0010520736960112995	0.13502580592794292	0.0148909855167458	0.0138389118207345
TCGA-06-0190	CD44	cg01879488	0.021213900836913997	0.13502580592794292	0.0468921940263217	0.0681060948632357
TCGA-06-0190	CD44	cg02081846	0.006845051934985968	0.13502580592794292	0.935651996417131	0.942497048352117
TCGA-06-0190	CD44	cg02663352	-0.004782660311352993	0.13502580592794292	0.472957935186596	0.468175274875243
TCGA-06-0190	CD44	cg04125208	-0.013358380000000003	0.13502580592794292	0.07213534	0.05877696
TCGA-06-0190	CD44	cg04171808	0.05038929999999997	0.13502580592794292	0.3798189	0.4302082
TCGA-06-0190	CD44	cg04699227	0.013562699999999928	0.13502580592794292	0.9034252	0.9169879
TCGA-06-0190	CD44	cg06975166	-0.008311199999999963	0.13502580592794292	0.9452912	0.93698
TCGA-06-0190	CD44	cg07262328	-0.04588365	0.13502580592794292	0.1062047	0.06032105
TCGA-06-0190	CD44	cg08530414	0.005557640000000003	0.13502580592794292	0.05004031	0.05559795
TCGA-06-0190	CD44	cg08606356	0.0011590000000000003	0.13502580592794292	0.02922454	0.03038354
TCGA-06-0190	CD44	cg08688659	-0.047142600000000034	0.13502580592794292	0.6873163	0.6401737
TCGA-06-0190	CD44	cg09077672	0.010117400000000054	0.13502580592794292	0.9369074	0.9470248
TCGA-06-0190	CD44	cg13332350	-0.0012732999999999217	0.13502580592794292	0.9345391	0.9332658
TCGA-06-0190	CD44	cg13369159	-0.00032969999999998834	0.13502580592794292	0.9282871	0.9279574
TCGA-06-0190	CD44	cg14082886	0.026506799999999997	0.13502580592794292	0.249324	0.2758308
TCGA-06-0190	CD44	cg14593191	0.09578970000000003	0.13502580592794292	0.3735998	0.4693895
TCGA-06-0190	CD44	cg15239179	0.036802800000000024	0.13502580592794292	0.9074686	0.9442714
TCGA-06-0190	CD44	cg15427520	0.0025921999999999334	0.13502580592794292	0.9487126	0.9513048
TCGA-06-0190	CD44	cg15695194	0.08003389999999999	0.13502580592794292	0.7372244	0.8172583
TCGA-06-0190	CD44	cg16175294	0.034310799999999975	0.13502580592794292	0.8834959	0.9178067
TCGA-06-0190	CD44	cg16344511	0.0342249	0.13502580592794292	0.8434877	0.8777126
TCGA-06-0190	CD44	cg17640322	0.0020452499999999985	0.13502580592794292	0.0168178	0.01886305
TCGA-06-0190	CD44	cg18652941	-0.0010955299999999973	0.13502580592794292	0.07536601	0.07427048
TCGA-06-0190	CD44	cg19292760	0.1256544	0.13502580592794292	0.4626246	0.588279
TCGA-06-0190	CD44	cg19430728	0.0158817	0.13502580592794292	0.9054841	0.9213658
TCGA-06-0190	CD44	cg20143092	-0.01590043	0.13502580592794292	0.04053221	0.02463178
TCGA-06-0190	CD44	cg20971158	0.05843370000000003	0.13502580592794292	0.8277631	0.8861968
TCGA-06-0190	CD44	cg21076259	-0.01620364	0.13502580592794292	0.07543176	0.05922812
TCGA-06-0190	CD44	cg23210303	0.0006677000000000488	0.13502580592794292	0.8703723	0.87104
TCGA-06-0190	CD44	cg25096745	0.014701899999999934	0.13502580592794292	0.8732731	0.887975
TCGA-DU-5872	CHI3L1	cg02097014	0.142925441693357	5.890914864675556	0.140863474137264	0.283788915830621
TCGA-DU-5872	CHI3L1	cg03625911	-0.30111660000000007	5.890914864675556	0.867387	0.5662704
TCGA-DU-5872	CHI3L1	cg04361579	0.01589150000000006	5.890914864675556	0.9435319	0.9594234
TCGA-DU-5872	CHI3L1	cg05526099	-0.0645249	5.890914864675556	0.955761	0.8912361
TCGA-DU-5872	CHI3L1	cg07423149	0.011971800000000032	5.890914864675556	0.487071	0.4990428
TCGA-DU-5872	CHI3L1	cg11196333	0.00318279999999993	5.890914864675556	0.8842056	0.8873884
TCGA-DU-5872	CHI3L1	cg13134650	0.33398809999999995	5.890914864675556	0.2263622	0.5603503
TCGA-DU-5872	CHI3L1	cg14085262	-0.18362480000000003	5.890914864675556	0.4943691	0.3107443
TCGA-DU-5872	CHI3L1	cg14165900	-0.05745460000000002	5.890914864675556	0.957218	0.8997634
TCGA-DU-5872	CHI3L1	cg15490070	-0.16215469999999998	5.890914864675556	0.7166616	0.5545069
TCGA-DU-5872	CHI3L1	cg17000774	-0.010650700000000013	5.890914864675556	0.7476966	0.7370459
TCGA-DU-5872	CHI3L1	cg17014757	-0.1603366	5.890914864675556	0.4210452	0.2607086
TCGA-DU-5872	CHI3L1	cg19081101	0.3353167	5.890914864675556	0.245443	0.5807597
TCGA-DU-5872	CHI3L1	cg20707774	-0.09017149999999996	5.890914864675556	0.9135818	0.8234103
TCGA-DU-5872	CD44	cg01663768	0.017102531471194504	0.8168000096896118	0.0469622556117843	0.0640647870829788
TCGA-DU-5872	CD44	cg01766065	-0.0221440618157189	0.8168000096896118	0.0400849899983678	0.0179409281826489
TCGA-DU-5872	CD44	cg01879488	0.0005411857109235974	0.8168000096896118	0.0276747881444503	0.0282159738553739
TCGA-DU-5872	CD44	cg02081846	-0.00027365205906892953	0.8168000096896118	0.929684657587485	0.929411005528416
TCGA-DU-5872	CD44	cg02663352	-0.20198746776222598	0.8168000096896118	0.909408665824603	0.707421198062377
TCGA-DU-5872	CD44	cg04125208	-0.004162059999999995	0.8168000096896118	0.1010205	0.09685844
TCGA-DU-5872	CD44	cg04171808	-0.0005194000000000032	0.8168000096896118	0.3523752	0.3518558
TCGA-DU-5872	CD44	cg04699227	0.046937000000000006	0.8168000096896118	0.8456792	0.8926162
TCGA-DU-5872	CD44	cg06975166	-0.012746800000000058	0.8168000096896118	0.9551397	0.9423929
TCGA-DU-5872	CD44	cg07262328	-0.01576446	0.8168000096896118	0.06401943	0.04825497
TCGA-DU-5872	CD44	cg08530414	0.028232479999999997	0.8168000096896118	0.05763183	0.08586431
TCGA-DU-5872	CD44	cg08606356	0.0010091300000000004	0.8168000096896118	0.03030056	0.03130969
TCGA-DU-5872	CD44	cg08688659	-0.22361509999999996	0.8168000096896118	0.9026919	0.6790768
TCGA-DU-5872	CD44	cg09077672	0.03588340000000001	0.8168000096896118	0.9073395	0.9432229
TCGA-DU-5872	CD44	cg13332350	0.027914400000000006	0.8168000096896118	0.8985356	0.92645
TCGA-DU-5872	CD44	cg13369159	0.05056800000000006	0.8168000096896118	0.8673171	0.9178851
TCGA-DU-5872	CD44	cg14082886	-0.558262	0.8168000096896118	0.8604421	0.3021801
TCGA-DU-5872	CD44	cg14593191	0.3387661	0.8168000096896118	0.2649632	0.6037293
TCGA-DU-5872	CD44	cg15239179	0.08406000000000002	0.8168000096896118	0.8299959	0.9140559
TCGA-DU-5872	CD44	cg15427520	-0.011651300000000031	0.8168000096896118	0.9400303	0.928379
TCGA-DU-5872	CD44	cg15695194	-0.029687599999999925	0.8168000096896118	0.9130343	0.8833467
TCGA-DU-5872	CD44	cg16175294	-0.0014950999999999715	0.8168000096896118	0.8798452	0.8783501
TCGA-DU-5872	CD44	cg16344511	-0.046563699999999986	0.8168000096896118	0.8792078	0.8326441
TCGA-DU-5872	CD44	cg17640322	-0.010599879999999999	0.8168000096896118	0.02980229	0.01920241
TCGA-DU-5872	CD44	cg18652941	0.017691030000000003	0.8168000096896118	0.04360261	0.06129364
TCGA-DU-5872	CD44	cg19292760	0.1753404	0.8168000096896118	0.42283	0.5981704
TCGA-DU-5872	CD44	cg19430728	0.014819600000000044	0.8168000096896118	0.9128025	0.9276221
TCGA-DU-5872	CD44	cg20143092	-0.3921724999999999	0.8168000096896118	0.5219746	0.1298021
TCGA-DU-5872	CD44	cg20971158	-0.1429163	0.8168000096896118	0.8646053	0.721689
TCGA-DU-5872	CD44	cg21076259	0.0014870999999999912	0.8168000096896118	0.1138109	0.115298
TCGA-DU-5872	CD44	cg23186333	-0.15323069999999994	0.8168000096896118	0.8838914	0.7306607
TCGA-DU-5872	CD44	cg23210303	0.003056100000000006	0.8168000096896118	0.8293475	0.8324036
TCGA-DU-5872	CD44	cg25096745	-0.06984389999999996	0.8168000096896118	0.8768376	0.8069937
TCGA-TM-A7CF	CHI3L1	cg02097014	0.146988908885893	-0.49178201888769624	0.166073897857776	0.313062806743669
TCGA-TM-A7CF	CHI3L1	cg03625911	-0.01550039999999997	-0.49178201888769624	0.790234	0.7747336
TCGA-TM-A7CF	CHI3L1	cg04361579	-0.00032719999999997196	-0.49178201888769624	0.9553309	0.9550037
TCGA-TM-A7CF	CHI3L1	cg05526099	0.020489100000000038	-0.49178201888769624	0.9272436	0.9477327
TCGA-TM-A7CF	CHI3L1	cg07423149	0.19286720000000002	-0.49178201888769624	0.439059	0.6319262
TCGA-TM-A7CF	CHI3L1	cg11196333	0.01809380000000005	-0.49178201888769624	0.8848752	0.902969
TCGA-TM-A7CF	CHI3L1	cg13134650	0.10568969999999997	-0.49178201888769624	0.2464201	0.3521098
TCGA-TM-A7CF	CHI3L1	cg14085262	0.03880989999999995	-0.49178201888769624	0.672952	0.7117619
TCGA-TM-A7CF	CHI3L1	cg14165900	-0.03387269999999998	-0.49178201888769624	0.9509245	0.9170518
TCGA-TM-A7CF	CHI3L1	cg15490070	-0.040749499999999994	-0.49178201888769624	0.7950215	0.754272
TCGA-TM-A7CF	CHI3L1	cg17000774	-0.029087899999999944	-0.49178201888769624	0.7726445	0.7435566
TCGA-TM-A7CF	CHI3L1	cg19081101	0.24591509999999994	-0.49178201888769624	0.6042701	0.8501852
TCGA-TM-A7CF	CHI3L1	cg20707774	-0.011093699999999984	-0.49178201888769624	0.9115242	0.9004305
TCGA-TM-A7CF	CD44	cg01663768	0.008335148458624507	0.4373725051995736	0.0602580268719232	0.0685931753305477
TCGA-TM-A7CF	CD44	cg01766065	0.0155813674607064	0.4373725051995736	0.0148846739071483	0.0304660413678547
TCGA-TM-A7CF	CD44	cg01879488	-0.015226529100006499	0.4373725051995736	0.0561082205468114	0.0408816914468049
TCGA-TM-A7CF	CD44	cg02081846	-0.05499942448478501	0.4373725051995736	0.931257677881642	0.876258253396857
TCGA-TM-A7CF	CD44	cg02663352	-0.01564364998733303	0.4373725051995736	0.932227523467804	0.916583873480471
TCGA-TM-A7CF	CD44	cg04125208	0.0897857	0.4373725051995736	0.091884	0.1816697
TCGA-TM-A7CF	CD44	cg04171808	-0.19012579999999996	0.4373725051995736	0.6298573	0.4397315
TCGA-TM-A7CF	CD44	cg06975166	-0.0073921000000000125	0.4373725051995736	0.9341568	0.9267647
TCGA-TM-A7CF	CD44	cg07262328	-0.001566090000000006	0.4373725051995736	0.06445446	0.06288837
TCGA-TM-A7CF	CD44	cg08530414	0.040971099999999996	0.4373725051995736	0.1193306	0.1603017
TCGA-TM-A7CF	CD44	cg08606356	-0.0023302399999999973	0.4373725051995736	0.03923409	0.03690385
TCGA-TM-A7CF	CD44	cg08688659	0.013805399999999968	0.4373725051995736	0.940701	0.9545064
TCGA-TM-A7CF	CD44	cg09077672	-0.02135660000000006	0.4373725051995736	0.9484658	0.9271092
TCGA-TM-A7CF	CD44	cg13332350	-0.00881720000000008	0.4373725051995736	0.6224608	0.6136436
TCGA-TM-A7CF	CD44	cg13369159	-0.0440372	0.4373725051995736	0.9214882	0.877451
TCGA-TM-A7CF	CD44	cg14082886	-0.016891700000000065	0.4373725051995736	0.9289633	0.9120716
TCGA-TM-A7CF	CD44	cg15239179	-0.00504339999999992	0.4373725051995736	0.92004	0.9149966
TCGA-TM-A7CF	CD44	cg15427520	-0.0053667000000000575	0.4373725051995736	0.9569912	0.9516245
TCGA-TM-A7CF	CD44	cg15695194	-0.020182399999999934	0.4373725051995736	0.9101769	0.8899945
TCGA-TM-A7CF	CD44	cg16175294	-0.024762300000000015	0.4373725051995736	0.9034692	0.8787069
TCGA-TM-A7CF	CD44	cg16344511	-0.07036690000000001	0.4373725051995736	0.8658512	0.7954843
TCGA-TM-A7CF	CD44	cg17640322	0.001744869999999999	0.4373725051995736	0.01684452	0.01858939
TCGA-TM-A7CF	CD44	cg18652941	-0.005492509999999999	0.4373725051995736	0.06325369	0.05776118
TCGA-TM-A7CF	CD44	cg19292760	0.10536229999999991	0.4373725051995736	0.6517424	0.7571047
TCGA-TM-A7CF	CD44	cg19430728	-0.005914600000000103	0.4373725051995736	0.9290966	0.923182
TCGA-TM-A7CF	CD44	cg20143092	-0.09756004	0.4373725051995736	0.149199	0.05163896
TCGA-TM-A7CF	CD44	cg21076259	0.005771599999999988	0.4373725051995736	0.1630193	0.1687909
TCGA-TM-A7CF	CD44	cg25096745	-0.031937800000000016	0.4373725051995736	0.9305379	0.8986001
TCGA-TQ-A7RK	CHI3L1	cg02097014	0.11128508352311098	1.6139451224925174	0.246403931733887	0.357689015256998
TCGA-TQ-A7RK	CHI3L1	cg03625911	0.03702990000000006	1.6139451224925174	0.8042712	0.8413011
TCGA-TQ-A7RK	CHI3L1	cg04361579	0.003551099999999918	1.6139451224925174	0.9382257	0.9417768
TCGA-TQ-A7RK	CHI3L1	cg05526099	0.04376330000000006	1.6139451224925174	0.9153262	0.9590895
TCGA-TQ-A7RK	CHI3L1	cg07423149	0.051380800000000004	1.6139451224925174	0.6565218	0.7079026
TCGA-TQ-A7RK	CHI3L1	cg11196333	-0.006814099999999934	1.6139451224925174	0.9224397	0.9156256
TCGA-TQ-A7RK	CHI3L1	cg13134650	0.18499789999999994	1.6139451224925174	0.4375582	0.6225561
TCGA-TQ-A7RK	CHI3L1	cg14085262	-0.055902499999999966	1.6139451224925174	0.8265176	0.7706151
TCGA-TQ-A7RK	CHI3L1	cg14165900	0.03270879999999998	1.6139451224925174	0.9308464	0.9635552
TCGA-TQ-A7RK	CHI3L1	cg15490070	0.08400660000000004	1.6139451224925174	0.7628484	0.846855
TCGA-TQ-A7RK	CHI3L1	cg17000774	0.04499010000000003	1.6139451224925174	0.7748309	0.819821
TCGA-TQ-A7RK	CHI3L1	cg17014757	-0.06873269999999998	1.6139451224925174	0.8508433	0.7821106
TCGA-TQ-A7RK	CHI3L1	cg19081101	0.006178600000000034	1.6139451224925174	0.9449155	0.9510941
TCGA-TQ-A7RK	CHI3L1	cg20707774	0.07204660000000007	1.6139451224925174	0.8786898	0.9507364
TCGA-TQ-A7RK	CD44	cg01663768	0.040809742927175395	0.7902511118414229	0.0601100528169756	0.100919795744151
TCGA-TQ-A7RK	CD44	cg01766065	0.0030247882533931004	0.7902511118414229	0.0136076137339109	0.016632401987304
TCGA-TQ-A7RK	CD44	cg01879488	0.0199995970005275	0.7902511118414229	0.0296826880211896	0.0496822850217171
TCGA-TQ-A7RK	CD44	cg02081846	-0.010476880155465995	0.7902511118414229	0.901404850389673	0.890927970234207
TCGA-TQ-A7RK	CD44	cg02663352	0.001962814948181957	0.7902511118414229	0.952709695425921	0.954672510374103
TCGA-TQ-A7RK	CD44	cg04125208	0.014282600000000006	0.7902511118414229	0.1064772	0.1207598
TCGA-TQ-A7RK	CD44	cg04171808	0.10669650000000008	0.7902511118414229	0.7676544	0.8743509
TCGA-TQ-A7RK	CD44	cg04699227	-0.02145419999999998	0.7902511118414229	0.8358597	0.8144055
TCGA-TQ-A7RK	CD44	cg06975166	-0.0031303999999999776	0.7902511118414229	0.9519598	0.9488294
TCGA-TQ-A7RK	CD44	cg07262328	0.01014698	0.7902511118414229	0.06588027	0.07602725
TCGA-TQ-A7RK	CD44	cg08530414	-0.019852200000000014	0.7902511118414229	0.1261462	0.106294
TCGA-TQ-A7RK	CD44	cg08606356	0.020510630000000002	0.7902511118414229	0.02019676	0.04070739
TCGA-TQ-A7RK	CD44	cg08688659	-0.004518900000000103	0.7902511118414229	0.9490247	0.9445058
TCGA-TQ-A7RK	CD44	cg09077672	-0.01892079999999996	0.7902511118414229	0.9412389	0.9223181
TCGA-TQ-A7RK	CD44	cg13332350	-0.04338379999999997	0.7902511118414229	0.9242958	0.880912
TCGA-TQ-A7RK	CD44	cg13369159	-0.015614400000000028	0.7902511118414229	0.8894113	0.8737969
TCGA-TQ-A7RK	CD44	cg14082886	0.02575039999999995	0.7902511118414229	0.9003892	0.9261396
TCGA-TQ-A7RK	CD44	cg14593191	-0.20497010000000004	0.7902511118414229	0.7888595	0.5838894
TCGA-TQ-A7RK	CD44	cg15239179	-0.007659199999999977	0.7902511118414229	0.9495017	0.9418425
TCGA-TQ-A7RK	CD44	cg15427520	0.0002151000000000236	0.7902511118414229	0.9444372	0.9446523
TCGA-TQ-A7RK	CD44	cg15695194	0.012941399999999992	0.7902511118414229	0.9356902	0.9486316
TCGA-TQ-A7RK	CD44	cg16175294	-0.025913799999999987	0.7902511118414229	0.9006114	0.8746976
TCGA-TQ-A7RK	CD44	cg16344511	0.03052060000000001	0.7902511118414229	0.8339479	0.8644685
TCGA-TQ-A7RK	CD44	cg17640322	0.016322780000000002	0.7902511118414229	0.01342592	0.0297487
TCGA-TQ-A7RK	CD44	cg18652941	0.030035929999999995	0.7902511118414229	0.03870591	0.06874184
TCGA-TQ-A7RK	CD44	cg19292760	-0.0665329	0.7902511118414229	0.772451	0.7059181
TCGA-TQ-A7RK	CD44	cg19430728	-0.0188431	0.7902511118414229	0.9161904	0.8973473
TCGA-TQ-A7RK	CD44	cg20143092	0.03054334	0.7902511118414229	0.01588963	0.04643297
TCGA-TQ-A7RK	CD44	cg21076259	0.06388579999999999	0.7902511118414229	0.134832	0.1987178
TCGA-TQ-A7RK	CD44	cg25096745	0.009584000000000037	0.7902511118414229	0.8863597	0.8959437
TCGA-FG-5965	CHI3L1	cg02097014	0.08020892127106	1.8254174156869813	0.16436839746102	0.24457731873208
TCGA-FG-5965	CHI3L1	cg03625911	-0.006525000000000003	1.8254174156869813	0.7523297	0.7458047
TCGA-FG-5965	CHI3L1	cg04361579	-0.01662739999999996	1.8254174156869813	0.9666132	0.9499858
TCGA-FG-5965	CHI3L1	cg05526099	-0.09104000000000001	1.8254174156869813	0.9618709	0.8708309
TCGA-FG-5965	CHI3L1	cg07423149	0.08078180000000007	1.8254174156869813	0.4884089	0.5691907
TCGA-FG-5965	CHI3L1	cg11196333	-0.1315717999999999	1.8254174156869813	0.9514784	0.8199066
TCGA-FG-5965	CHI3L1	cg13134650	0.0003154999999999686	1.8254174156869813	0.357146	0.3574615
TCGA-FG-5965	CHI3L1	cg14085262	-0.10052749999999999	1.8254174156869813	0.6534185	0.552891
TCGA-FG-5965	CHI3L1	cg14165900	-0.015253399999999973	1.8254174156869813	0.967442	0.9521886
TCGA-FG-5965	CHI3L1	cg15490070	-0.02427760000000001	1.8254174156869813	0.7506247	0.7263471
TCGA-FG-5965	CHI3L1	cg17000774	-0.1324092	1.8254174156869813	0.837859	0.7054498
TCGA-FG-5965	CHI3L1	cg17014757	-0.002903800000000012	1.8254174156869813	0.6400559	0.6371521
TCGA-FG-5965	CHI3L1	cg20707774	-0.04396729999999993	1.8254174156869813	0.925873	0.8819057
TCGA-FG-5965	CD44	cg01663768	0.014290738981109802	0.12331136115896292	0.0602848126518994	0.0745755516330092
TCGA-FG-5965	CD44	cg01766065	0.0108485411511216	0.12331136115896292	0.0148424050422428	0.0256909461933644
TCGA-FG-5965	CD44	cg01879488	-0.003663265217910605	0.12331136115896292	0.0641249991669012	0.0604617339489906
TCGA-FG-5965	CD44	cg02663352	-0.38368765072951505	0.12331136115896292	0.930735786255062	0.547048135525547
TCGA-FG-5965	CD44	cg04125208	0.007723099999999997	0.12331136115896292	0.1012707	0.1089938
TCGA-FG-5965	CD44	cg04171808	-0.3849242	0.12331136115896292	0.6769645	0.2920403
TCGA-FG-5965	CD44	cg06975166	0.01246910000000001	0.12331136115896292	0.9333528	0.9458219
TCGA-FG-5965	CD44	cg07262328	-0.032156489999999996	0.12331136115896292	0.08689693	0.05474044
TCGA-FG-5965	CD44	cg08530414	-0.040022249999999995	0.12331136115896292	0.1186464	0.07862415
TCGA-FG-5965	CD44	cg08606356	-0.01957487	0.12331136115896292	0.05119534	0.03162047
TCGA-FG-5965	CD44	cg08688659	0.007131600000000016	0.12331136115896292	0.9091513	0.9162829
TCGA-FG-5965	CD44	cg14082886	-0.042177199999999915	0.12331136115896292	0.9112448	0.8690676
TCGA-FG-5965	CD44	cg15239179	-0.0393289	0.12331136115896292	0.9626138	0.9232849
TCGA-FG-5965	CD44	cg15427520	-0.029876499999999973	0.12331136115896292	0.9592835	0.929407
TCGA-FG-5965	CD44	cg15695194	0.020573399999999964	0.12331136115896292	0.8580909	0.8786643
TCGA-FG-5965	CD44	cg16344511	-0.15245180000000003	0.12331136115896292	0.93017	0.7777182
TCGA-FG-5965	CD44	cg18652941	-0.005068110000000001	0.12331136115896292	0.0738428	0.06877469
TCGA-FG-5965	CD44	cg19292760	-0.14691200000000004	0.12331136115896292	0.7671386	0.6202266
TCGA-FG-5965	CD44	cg20143092	-0.0036251799999999987	0.12331136115896292	0.03022939	0.02660421
